Unnamed: 0,study,subj,resp,rt,evidence,absevi,signevi,prevsignevi,prevabsevi,prevsignabsevi,prevresp,prevconf,conf,prevrespconf,accuracy,criterion_fluctuations
3848,Recht_unpub,3,0,1.091501951,-1.0,1.0,-1,-1,0.01,-0.01,-1,0.01,0.01,-0.01,1,-0.3388279
3849,Recht_unpub,3,0,0.951412916,0.01,0.01,1,-1,1.0,-1.0,-1,0.01,0.01,-0.01,0,-0.35499996
3850,Recht_unpub,3,0,0.811280966,-1.0,1.0,-1,1,0.01,0.01,-1,0.01,0.01,-0.01,1,-0.33778656
3851,Recht_unpub,3,0,1.681522131,1.0,1.0,1,-1,1.0,-1.0,-1,0.01,1.0,-0.01,0,-0.32261616
3852,Recht_unpub,3,1,2.101855993,1.0,1.0,1,1,1.0,1.0,-1,1.0,0.01,-1.0,1,-0.22642073
3853,Recht_unpub,3,1,1.161389112,0.01,0.01,1,1,1.0,1.0,1,0.01,1.0,0.01,1,-0.1721032
3854,Recht_unpub,3,1,0.861443043,0.01,0.01,1,1,0.01,0.01,1,1.0,0.01,1.0,1,-0.19192524
3855,Recht_unpub,3,0,1.021355867,-0.01,0.01,-1,1,0.01,0.01,1,0.01,0.01,0.01,1,-0.29050565
3856,Recht_unpub,3,0,3.422321081,1.0,1.0,1,-1,0.01,-0.01,-1,0.01,1.0,-0.01,0,-0.34602153
3857,Recht_unpub,3,0,1.671664,-1.0,1.0,-1,1,1.0,1.0,-1,1.0,0.01,-1.0,1,-0.33164647
3858,Recht_unpub,3,0,1.461534977,-0.01,0.01,-1,-1,1.0,-1.0,-1,0.01,0.01,-0.01,1,-0.31807706
3859,Recht_unpub,3,0,0.841365099,-1.0,1.0,-1,-1,0.01,-0.01,-1,0.01,0.01,-0.01,1,-0.262173
3860,Recht_unpub,3,1,1.571613073,0.01,0.01,1,-1,1.0,-1.0,-1,0.01,0.01,-0.01,1,-0.2053845
3861,Recht_unpub,3,1,1.44178009,1.0,1.0,1,1,0.01,0.01,1,0.01,1.0,0.01,1,-0.23516683
3862,Recht_unpub,3,0,1.311427116,-0.01,0.01,-1,1,1.0,1.0,1,1.0,0.01,1.0,1,-0.30748898
3863,Recht_unpub,3,0,1.101299047,1.0,1.0,1,-1,0.01,-0.01,-1,0.01,1.0,-0.01,0,-0.33453983
3864,Recht_unpub,3,0,0.98102212,-1.0,1.0,-1,1,1.0,1.0,-1,1.0,0.01,-1.0,1,-0.2851977
3865,Recht_unpub,3,0,0.841314077,-0.01,0.01,-1,-1,1.0,-1.0,-1,0.01,1.0,-0.01,1,-0.23595643
3866,Recht_unpub,3,0,1.081096888,-1.0,1.0,-1,-1,0.01,-0.01,-1,1.0,1.0,-1.0,1,-0.14151685
