Unnamed: 0,study,subj,resp,rt,evidence,absevi,signevi,prevsignevi,prevabsevi,prevsignabsevi,prevresp,prevconf,conf,prevrespconf,accuracy,criterion_fluctuations
9045,Denison_2018,5,0,0.0491727580083534,-0.0174814800434191,0.0174814800434191,-1,-1,0.0607539396979073,-0.0607539396979073,-1,0.67,0.67,-0.67,1,-0.48402637
9046,Denison_2018,5,0,0.204846468986943,0.0360210822320656,0.0360210822320656,1,-1,0.0174814800434191,-0.0174814800434191,-1,0.67,0.67,-0.67,0,-0.46703824
9047,Denison_2018,5,1,0.240016891009873,-0.0717376033196071,0.0717376033196071,-1,1,0.0360210822320656,0.0360210822320656,-1,0.67,0.34,-0.67,0,-0.40354174
9048,Denison_2018,5,0,0.218051814998034,0.0975342498943832,0.0975342498943832,1,-1,0.0717376033196071,-0.0717376033196071,1,0.34,0.67,0.34,0,-0.4625744
9049,Denison_2018,5,0,0.57893477199832,-0.0459687736494156,0.0459687736494156,-1,1,0.0975342498943832,0.0975342498943832,-1,0.67,0.67,-0.67,1,-0.4608467
9050,Denison_2018,5,0,0.211780690995511,0.0117883909710994,0.0117883909710994,1,-1,0.0459687736494156,-0.0459687736494156,-1,0.67,0.67,-0.67,0,-0.43419895
9051,Denison_2018,5,1,0.812473141006194,-0.0257654418118907,0.0257654418118907,-1,1,0.0117883909710994,0.0117883909710994,-1,0.67,0.34,-0.67,0,-0.36058068
9052,Denison_2018,5,0,0.115980656992178,-0.0335639090160794,0.0335639090160794,-1,-1,0.0257654418118907,-0.0257654418118907,1,0.34,0.67,0.34,1,-0.39387366
9053,Denison_2018,5,1,0.372230930996011,-0.0108332412671721,0.0108332412671721,-1,-1,0.0335639090160794,-0.0335639090160794,-1,0.67,0.34,-0.67,0,-0.36489478
9054,Denison_2018,5,0,0.946463651998784,0.0109720094828773,0.0109720094828773,1,-1,0.0108332412671721,-0.0108332412671721,1,0.34,0.67,0.34,0,-0.43362942
9055,Denison_2018,5,0,0.556551346002379,0.0351073415211369,0.0351073415211369,1,1,0.0109720094828773,0.0109720094828773,-1,0.67,0.67,-0.67,0,-0.45352593
9056,Denison_2018,5,1,0.138319717996637,0.422173748996403,0.422173748996403,1,1,0.0351073415211369,0.0351073415211369,-1,0.67,0.34,-0.67,1,-0.42508638
9057,Denison_2018,5,1,0.240252287010662,0.21705659127153,0.21705659127153,1,1,0.422173748996403,0.422173748996403,1,0.34,0.34,0.34,1,-0.40748337
9058,Denison_2018,5,1,0.394914218995837,0.213480741334794,0.213480741334794,1,1,0.21705659127153,0.21705659127153,1,0.34,0.34,0.34,1,-0.42359576
9059,Denison_2018,5,0,0.218148692001705,0.0110201525844281,0.0110201525844281,1,1,0.213480741334794,0.213480741334794,1,0.34,0.67,0.34,0,-0.4810447
9060,Denison_2018,5,0,0.22077460300352,-0.0481652998998433,0.0481652998998433,-1,1,0.0110201525844281,0.0110201525844281,-1,0.67,0.67,-0.67,1,-0.5086594
9061,Denison_2018,5,0,0.161400043056346,-0.0122481521619357,0.0122481521619357,-1,-1,0.0481652998998433,-0.0481652998998433,-1,0.67,0.67,-0.67,1,-0.5167614
9062,Denison_2018,5,1,0.161387847008882,0.411022359539322,0.411022359539322,1,-1,0.0122481521619357,-0.0122481521619357,-1,0.67,0.34,-0.67,1,-0.5090647
9063,Denison_2018,5,0,0.145204629996442,-0.0230085147134204,0.0230085147134204,-1,1,0.411022359539322,0.411022359539322,1,0.34,0.67,0.34,1,-0.53240436
9064,Denison_2018,5,0,0.306926029996248,-0.0104561854971478,0.0104561854971478,-1,-1,0.0230085147134204,-0.0230085147134204,-1,0.67,0.67,-0.67,1,-0.547502
9065,Denison_2018,5,0,0.13837883999804,-0.04419553461682,0.04419553461682,-1,-1,0.0104561854971478,-0.0104561854971478,-1,0.67,0.67,-0.67,1,-0.55013436
9066,Denison_2018,5,0,0.211558737995801,0.0829122218539138,0.0829122218539138,1,-1,0.04419553461682,-0.04419553461682,-1,0.67,0.67,-0.67,0,-0.5566028
9067,Denison_2018,5,0,0.174468026991235,-0.019455231999667,0.019455231999667,-1,1,0.0829122218539138,0.0829122218539138,-1,0.67,0.67,-0.67,1,-0.5239044
9068,Denison_2018,5,1,0.226101893000305,0.292749362911912,0.292749362911912,1,-1,0.019455231999667,-0.019455231999667,-1,0.67,0.34,-0.67,1,-0.48017466
9069,Denison_2018,5,1,0.239990869988105,0.503438992027998,0.503438992027998,1,1,0.292749362911912,0.292749362911912,1,0.34,0.34,0.34,1,-0.47157487
9070,Denison_2018,5,0,0.711708440998336,-0.0594347655624706,0.0594347655624706,-1,1,0.503438992027998,0.503438992027998,1,0.34,0.67,0.34,1,-0.478065
9071,Denison_2018,5,0,0.249433289005537,-0.035857436214571,0.035857436214571,-1,-1,0.0594347655624706,-0.0594347655624706,-1,0.67,0.67,-0.67,1,-0.46855986
9072,Denison_2018,5,0,0.293416255968623,-0.129338391080683,0.129338391080683,-1,-1,0.035857436214571,-0.035857436214571,-1,0.67,0.67,-0.67,1,-0.425576
9073,Denison_2018,5,1,0.822805215022527,-0.0187910425284992,0.0187910425284992,-1,-1,0.129338391080683,-0.129338391080683,-1,0.67,0.67,-0.67,0,-0.37081105
9074,Denison_2018,5,0,0.197772711981088,-0.0597992730713374,0.0597992730713374,-1,-1,0.0187910425284992,-0.0187910425284992,1,0.67,0.67,0.67,1,-0.41320065
9075,Denison_2018,5,1,0.278053679037839,0.244574404285462,0.244574404285462,1,-1,0.0597992730713374,-0.0597992730713374,-1,0.67,0.67,-0.67,1,-0.40674725
9076,Denison_2018,5,1,0.337347629945725,0.345173475717549,0.345173475717549,1,1,0.244574404285462,0.244574404285462,1,0.67,0.67,0.67,1,-0.43016255
9077,Denison_2018,5,0,0.270103738002945,0.0195325633101521,0.0195325633101521,1,1,0.345173475717549,0.345173475717549,1,0.67,0.67,0.67,0,-0.47808257
9078,Denison_2018,5,0,0.183344057062641,-0.0460636382116989,0.0460636382116989,-1,1,0.0195325633101521,0.0195325633101521,-1,0.67,0.67,-0.67,1,-0.4925158
9079,Denison_2018,5,0,0.248945969971828,-0.0329523997964203,0.0329523997964203,-1,-1,0.0460636382116989,-0.0460636382116989,-1,0.67,0.67,-0.67,1,-0.4876518
9080,Denison_2018,5,0,0.167114792973734,0.132525031875825,0.132525031875825,1,-1,0.0329523997964203,-0.0329523997964203,-1,0.67,0.67,-0.67,0,-0.4761128
9081,Denison_2018,5,1,0.299898630008101,0.0558151171371507,0.0558151171371507,1,1,0.132525031875825,0.132525031875825,-1,0.67,0.67,-0.67,1,-0.38691795
9082,Denison_2018,5,1,0.277941454085521,0.197950618057866,0.197950618057866,1,1,0.0558151171371507,0.0558151171371507,1,0.67,0.67,0.67,1,-0.38960096
9083,Denison_2018,5,0,0.315079730935395,-0.0451431171161267,0.0451431171161267,-1,1,0.197950618057866,0.197950618057866,1,0.67,0.67,0.67,1,-0.41480103
9084,Denison_2018,5,0,0.351852688007057,-0.143496496465335,0.143496496465335,-1,-1,0.0451431171161267,-0.0451431171161267,-1,0.67,0.67,-0.67,1,-0.40502566
9085,Denison_2018,5,1,0.55823624401819,0.453887454846081,0.453887454846081,1,-1,0.143496496465335,-0.143496496465335,-1,0.67,0.67,-0.67,1,-0.3830224
9086,Denison_2018,5,0,0.249942773021758,-0.0147961321663527,0.0147961321663527,-1,1,0.453887454846081,0.453887454846081,1,0.67,0.67,0.67,1,-0.3543538
9087,Denison_2018,5,1,0.205330513999797,-0.0101104144715451,0.0101104144715451,-1,-1,0.0147961321663527,-0.0147961321663527,-1,0.67,0.67,-0.67,0,-0.2652172
9088,Denison_2018,5,1,0.779002441093326,-0.0238218801496353,0.0238218801496353,-1,-1,0.0101104144715451,-0.0101104144715451,1,0.67,0.67,0.67,0,-0.24583635
9089,Denison_2018,5,0,0.197322266059928,-0.0454652956183448,0.0454652956183448,-1,-1,0.0238218801496353,-0.0238218801496353,1,0.67,0.67,0.67,1,-0.28732863
